title,url,summary,datetime
Gesundbrunnen (Buckautal),https://de.wikipedia.org/wiki/Gesundbrunnen_(Buckautal),"Der Gesundbrunnen ist ein Quellsumpf in der Nähe von Buckau, einem Ortsteil der Gemeinde Buckautal im Westen des Landkreises Potsdam-Mittelmark in Brandenburg. Überlieferungen zufolge soll sich die Quelle zu Pfingsten am 23. Mai 1659 geöffnet haben. Seit dieser Zeit tritt mineralhaltiges Wasser aus dem Quelltopf. Der Überlieferung zufolge soll das Wasser eine gesundheitsfördernde Wirkung haben. Am Boden der Quelle haben sich Eisenhydroxide abgelagert, die eine rötliche Färbung des Untergrundes bewirken. Im 21. Jahrhundert treten mehr als 70 Liter Wasser pro Sekunde aus. Damit gilt die Quelle als die schüttungsreichste im Land Brandenburg. Sie mündet in die Buckau. Die Quelle ist nördlich einer Fischzuchtanlage über einen kleinen Pfad westlich der Bundesstraße 107 erreichbar.",2017-07-27 18:26:51
Scottish Premier League 2005/06,https://de.wikipedia.org/wiki/Scottish_Premier_League_2005/06,"Die Scottish Premier League wurde 2005/06 zum 8. Mal ausgetragen. Es war zudem die 109. Austragung einer höchsten Fußball-Spielklasse innerhalb der Scottish Football League in welcher der Schottische Meister ermittelt wurde. In der Saison 2005/06 traten 12 Vereine in insgesamt 38 Spieltagen gegeneinander an. Jedes Team spielte jeweils einmal zu Hause und auswärts gegen jedes andere Team in der 1. Runde. Danach wurde die Liga auf zwei Hälften geteilt, in denen die Mannschaften noch einmal gegeneinander spielen. Bei Punktgleichheit zählte die Tordifferenz. Celtic Glasgow gewann zum insgesamt 40. Mal in der Vereinsgeschichte die schottische Meisterschaft. Die Bhoys qualifizierten sich als Meister für die Champions League Saison-2006/07. Vizemeister Heart of Midlothian spielte auch in der Champions League wegen der verbesserten Position von Schottland in der UEFA-Fünfjahreswertung. Der unterlegene Pokalfinalist, der FC Gretna aus der Second Division, sowie die Drittplatzierten Glasgow Rangers qualifizierten sich für den UEFA-Pokal. Der FC Livingston stieg am Saisonende in die First Division ab. Mit 32 Treffern wurde Kris Boyd Torschützenkönig.",2017-07-27 18:27:14
Olympische Winterspiele 1988/Ski Nordisch,https://de.wikipedia.org/wiki/Olympische_Winterspiele_1988/Ski_Nordisch,"Bei den XV. Olympischen Spielen 1988 in Calgary wurden 13 Wettbewerbe im nordischen Skisport ausgetragen. Das Wettkampfprogramm erfuhr einige Erweiterungen bzw. Veränderungen. Nachdem es im Skilanglauf zuvor eine 'Revolution' gegeben hatte, indem immer mehr Langläufer die Skating-Technik, die schnellere Zeiten ermöglichte als die klassische Technik, für eine gesamte Strecke anwendeten, wurde bei den großen Veranstaltungen vorgeschrieben, ob die jeweilige Disziplin in klassischem oder freiem Stil zu laufen war. Für die kommenden Jahre standen noch weitere Veränderungen / Bereicherungen im Skilanglauf bevor. Bei den Skispringern sowie den Nordisch Kombinierten kam jeweils ein Teamwettbewerb hinzu, der in der Nordischen Kombination als Staffel und bei den Springern als zusätzliches Springen mit Mannschaftswertung durchgeführt wurde. So waren aus den zuletzt elf Olympischen Wettbewerben im Nordischen Skisport jetzt dreizehn geworden. Herausragend bei den Männern war Skispringer Matti Nykänen, der beide Einzelkonkurrenzen und mit seinem finnischen Team auch noch den neu geschaffenen Mannschaftswettbewerb gewann. In den Langläufen der Frauen dominierten v.a. die Sportlerinnen aus der Sowjetunion, die außer der 5-km-Distanz alle anderen Disziplinen für sich entscheiden konnten.",2017-07-27 18:27:18
Unsterbliches Schachproblem,https://de.wikipedia.org/wiki/Unsterbliches_Schachproblem,"Als Unsterbliches Schachproblem wird eine Schachkomposition von Conrad Bayer bezeichnet, die erstmals am 16. August 1851 in der Illustrirten Zeitung  abgedruckt wurde. In der Schachliteratur wird gelegentlich auch als Quelle das von Johann J. Löwenthal veranstaltete The Era-Problemturnier 1856 angegeben, bei der Conrad Bayer den 1. Preis erringen konnte, bei dem aber dieses Problem nicht zu seinen eingesendeten zählte.  Vorlage:Schachbrett/Wartung/Alt Lösung: 1. Tb7 Dxb7 2. Lxg6† Kxg6 3. Dg8† Kxf5 4. Dg4† Ke5 5. Dh5† Tf5 6. f4† Lxf4 7. Dxe2† Lxe2 8. Te4† dxe4 9. d4# Weiß opfert im Lösungsverlauf alle seine Figuren, um mit seinem letzten Bauern den schwarzen König in der Mitte des Brettes mattzusetzen .  Das Problem entsprach dem Zeitgeschmack der so genannten romantischen Schachepoche, in der eine Mattsetzung unter möglichst großen Opfern als Triumph des Geistes über die Materie galt. Die gleichen ästhetischen Kriterien führten auch zur Namensgebung der Unsterblichen Partie. Heutzutage wird das Problem gelegentlich als Benchmark für die Effizienz der Mattsuche von Schachprogrammen verwendet.",2017-07-27 18:27:20
Boulevard de la Chapelle,https://de.wikipedia.org/wiki/Boulevard_de_la_Chapelle,"Die Pariser Straße Boulevard de la Chapelle grenzt das 10. Arrondissement im Zentrum von Paris vom weiter außerhalb liegenden 18. Arrondissement nach Norden hin ab. La Chapelle war bis zum Bau der Straße 1860 eine eigenständige Gemeinde und wurde im gleichen Jahr von der Hauptstadt eingemeindet und bildete das Quartier de la Chapelle. Seit dem 1. Dezember 1864 trägt die Straße offiziell ihren Namen. Sie beginnt am Boulevard de Magenta und endet an der Ecke Rue du Château-Landon und Rue d’Aubervilliers. Weiter westlich heißt die Straße Boulevard de Rochechouart, die östliche Verlängerung Boulevard de la Villette. Mit nur 1095 Metern ist er einer der kürzesten Boulevards im Norden von Paris. Der Bau der Straße fällt in die Zeit des großen Stadtumbaus unter Georges-Eugène Haussmann, bei der die engen Gassen durch breite, prachtvolle Alleen ersetzt wurden. Der Boulevard de la Chapelle ist 42 Meter breit. In der Mitte der Allee verläuft die hier als Hochbahn angelegte Linie 2 der Pariser Metro. Außerdem überquert sie zwei wichtige Gleistrassen der Eisenbahn, zum einen die Zuführung zum Gare du Nord, wenig weiter östlich die zum Gare de l’Est. Die Bahnsteige des Gare du Nord reichen bis unmittelbar an die Brücke des Boulevard de la Chapelle. Die Metrolinie 2 hat am Boulevard de la Chapelle zwei Stationen: Barbès – Rochechouart und La Chapelle. Mit der Hausnummer 37bis ist das 1876 eröffnete Théâtre des Bouffes du Nord mit einer Kapazität von über 500 Sitzplätzen eine wichtige Adresse am Boulevard. Ferner befindet sich an der Ecke zum Boulevard de Magenta das Traditionskino Le Louxor. Das umfangreiche Gelände des Hôpital Lariboisière reicht von der Rue Ambroise Paré von Süden her mit seiner Rückseite bis an den Boulevard.  ",2017-07-27 18:27:51
Golfpokal 1990,https://de.wikipedia.org/wiki/Golfpokal_1990,"Der 10. Golfpokal fand vom 21. Februar bis zum 9. März 1990 in Kuwait statt. Alle Spiele wurden im Al-Sadaqua Walsalam Stadion  ausgetragen. Saudi-Arabien weigerte sich am Turnier teilzunehmen. Als Begründung nannte man die Verärgerung über das Logo des Turniers. Die im Logo dargestellten Pferde waren nach saudischer Ansicht eine Anspielung auf die Schlacht von Jahra aus dem Jahre 1919. Bei dieser Schlacht hatten sich Kuwaitis gegenüber Saudis behauptet. Der Irak zog sich während des Turniers zurück, weil er sich über eine Schiedsrichterentscheidung im Spiel gegen die Vereinigten Arabischen Emirate geärgert hatte. Sieger des Turniers wurde Gastgeber Kuwait.",2017-07-27 18:28:20
Terroranschläge am 13. November 2015 in Paris,https://de.wikipedia.org/wiki/Terroranschl%C3%A4ge_am_13._November_2015_in_Paris,"Die Terroranschläge am 13. November 2015 in Paris waren koordinierte, islamistisch motivierte Attentate an fünf verschiedenen Orten im 10. und 11. Pariser Arrondissement sowie an drei Orten in der Vorstadt Saint-Denis. Nach Angaben der französischen Regierung wurden 130 Menschen getötet und 352 verletzt, davon 97 schwer. Außerdem starben sieben der Attentäter in unmittelbarem Zusammenhang mit ihren Attacken. Zu den Anschlägen bekannte sich die terroristische Vereinigung „Islamischer Staat“ . Die Angriffsserie am Freitagabend richtete sich gegen die Zuschauer eines Fußballspiels im Stade de France, gegen die Besucher eines Rockkonzerts im Bataclan-Theater sowie gegen die Gäste zahlreicher Bars, Cafés und Restaurants. Es handelte sich um mehrere Schusswaffenattentate, ein Massaker mit Geiselnahme sowie sechs Detonationen, die von Selbstmordattentätern mit Sprengstoffwesten ausgelöst wurden. Nach den Attentaten verhängte die Regierung Valls den Ausnahmezustand und rief eine dreitägige Staatstrauer aus. Präsident François Hollande sprach von einem kriegerischen Akt und kündigte einen entschiedenen Kampf gegen den Terror an. Am 17. November 2015 beantragte Frankreich als erstes Land in der Geschichte der Europäischen Union den Beistand der anderen EU-Staaten im Rahmen der Regelungen der Gemeinsamen Sicherheits- und Verteidigungspolitik . Die europäischen Staaten sicherten ihre Solidarität zu. Der mutmaßliche Planer der Anschläge, Abdelhamid Abaaoud, starb wenige Tage später bei einer Razzia im Pariser Vorort Saint-Denis.",2017-07-27 18:28:37
Yara Hassan,https://de.wikipedia.org/wiki/Yara_Hassan,"Yara Hassan  ist eine deutsche Schauspielerin und Musicaldarstellerin syrischer Herkunft. Hassan studierte Tanz und Gesang an der Hochschule für Musik und Tanz Köln, sie schloss das Studium als Diplom-Bühnentänzerin ab und ließ sich später in den Bereichen Gesang und Schauspiel weiterbilden. 2006 trat sie im Hamburger Theater Neue Flora erstmals in einem Musical auf, sie verkörperte die Rolle der Lisa Houseman in Dirty Dancing. Später folgten weitere Musicalrollen. Seit 2009 tritt sie regelmäßig bei den Bad Hersfelder Festspielen auf. 2011 gab sie ihr Debüt im Essener Aalto-Theater. 2014 war sie beim Musical Sunset Boulevard erstmals als choreographische Assistentin tätig. 2015 war Hassan bei der Komödie der Irrungen für die Choreografie zuständig und für Cabaret als Kit Kat Girl/Dance Captain tätig. Von 2013  bis 2015  war Hassan in der RTL-Seifenoper Alles was zählt in der Rolle der Raquel Santana zu sehen. Hassans Gesangsstimme ist Mezzosopran. Sie spielt Violine und ist freiberufliches Model.",2017-07-27 18:29:02
Mesochora-Stausee,https://de.wikipedia.org/wiki/Mesochora-Stausee,"Der Mesochora-Stausee  ist eine große Talsperre in Griechenland. Sie wurde zwischen 1996 und 2001 gebaut, aber aufgrund von Schwierigkeiten bei der Genehmigung noch nicht in Betrieb genommen. Die Inbetriebnahme des Wasserkraftwerks war für 2010 geplant gewesen, wurde jedoch bisher nicht vorgenommen . Die Talsperre ist nach dem nahegelegenen Ort Mesochora benannt. Der Staudamm ist ein Steinschüttdamm mit einer Betonabdichtung auf der Wasserseite. Der Stausee hat ein Gesamtvolumen von 625 Millionen Kubikmetern. Die Angabe von 228 Mio. m³ bezieht sich wahrscheinlich auf den Nutzraum. Das etwa 13 km flussab nahe dem Ort Kapsala gelegene Wasserkraftwerk, das von der DEI betrieben wird, hat zwei Francis-Turbinen mit einer Leistung von 2 mal 81 MW. Sie wurden von Koncar aus Kroatien geliefert. Die Talsperre ist ein Teil des Wasserkraft-Ausbaus des Acheloos, eines der größten Flüsse in Griechenland. Weitere Bestandteile sind die Sykia-Talsperre mit einer 17,4 km langen Überleitung nach Thessaloniki, die Mouzaki-Talsperre mit einem 135 m hohen Staudamm und die Pyli-Talsperre mit einem 90 m hohen Damm. Nachdem alle Arbeiten rund um das Acheloos-Thessalien-Projekt im Jahre 2010 mit einem Baustopp belegt wurden, hat der griechische Staatsrat im Januar 2014 entschieden, das Bewässerungsprojekt nicht weiterzuverfolgen. Natur- und Vogelschützer feierten den Schiedsspruch als entscheidende Wende im Kampf um das Wasser des Acheloos und richten den Fokus ihrer Arbeit auf die Renaturierung der entstandenen Umweltschäden. Die DEI strebt eine Lösung des Mesochora-Damms aus dem stillgelegten Bewässerungsprojekt an. Ziel ist eine vom Gesamtprojekt unabhängige Beurteilung des Staudamms, die in einer Betriebsfreigabe resultiert.",2017-07-27 18:29:05
Hannelore Reischl,https://de.wikipedia.org/wiki/Hannelore_Reischl,"Hannelore Reischl  ist eine österreichische Politikerin . Sie war von 2005 bis 2012 Abgeordnete zum Landtag und Mitglied des Wiener Gemeinderats. Hannelore Reischl trat 1975 in das Bezirkssekretariat Wien-Liesing als Sekretärin ein und war 1996 bis 2002 Bezirksgeschäftsführerin. 2002 wechselte sie als Angestellte zum Verband Wiener Volksbildung  und war zwischen 2005 und 2007 Leiterin der Mieterhilfe und Notfallswohnungen im Wohnservice-Wien. Seit April 2007 arbeitet Reischl als Angestellte der Firma Ing. Reischl GmbH . Hannelore Reischl begann ihre politische Karriere in der SPÖ-Bezirksorganisation Liesing. Sie war 1987 bis 1991 Bezirksrätin und stieg 1991 zur Bezirksvorsteher-Stellvertreterin auf. Ihre Arbeitsschwerpunkte waren dabei nach eigenen Angaben Jugendarbeit, Tätigkeit in der Bezirksentwicklungskommission und die Agenda 21. Im April 2005 wechselte Reischl in den Wiener Landtag und Gemeinderat, wo sie die SPÖ in der 18. Gesetzgebungsperiode im Ausschuss „Wohnen, Wohnbau und Stadterneuerung“ vertritt. Reischl legte ihr Mandat 2012 nieder.",2017-07-27 18:29:54
Salvador Carmona,https://de.wikipedia.org/wiki/Salvador_Carmona,"José Salvador Carmona Álvarez  ist ein ehemaliger mexikanischer Fußballspieler. Insgesamt hat der Abwehrspieler 85 Länderspiele  für Mexiko absolviert. Er spielte von 1994 bis 2000 bei Deportivo Toluca und von 2000 bis 2001 bei Atlante, anschließend wieder eine Saison bei Toluca, nach einer kurzen Station bei Guadalajara wechselte er 2005 vor dem Konföderationen-Pokal in Deutschland zu Cruz Azul. Der Abwehrchef der Mexikaner Salvador Carmona spielte häufig über die rechten Außenbahn. Bei der Fußball-Weltmeisterschaft 1998 in Frankreich absolvierte er zwei Spiele. Wenig später bei der Qualifikation zur WM 2002 setzte er sich durch und wurde zum Stammspieler. Der Innenverteidiger war sehr kopfballstark. Beim Konföderationen-Pokal 2005 nahm er an den Vorrundenspielen Mexiko gegen Japan  und gegen Weltmeister Brasilien  teil. Nach dem Überraschungssieg gegen die ""Selecao"" wurde er neben Aarón Galindo wegen Dopings aus der Mannschaft suspendiert und wurde wegen Einnahme des anabolen Steroids Norandrosteron vom mexikanischen Verband FMF für ein Jahr gesperrt. Der Internationale Sportgerichtshof  in Lausanne sprach am 18. Mai 2007 eine lebenslange Sperre gegen den mexikanischen Nationalspieler aus, da er während seiner Sperre nochmals positiv getestet wurde.",2017-07-27 18:29:59
Oscar Underwood,https://de.wikipedia.org/wiki/Oscar_Underwood,"Oscar Wilder Underwood  war ein US-amerikanischer Politiker , der den Bundesstaat Alabama in beiden Kammern des Kongresses vertrat. Oscar Underwood war der Enkel von Joseph R. Underwood, der für Kentucky in beiden Kammern des Kongresses gesessen hatte. Nach dem Besuch der öffentlichen Schulen seiner Heimat, der Rugby School in Louisville und der University of Virginia in Charlottesville studierte er die Rechtswissenschaften und wurde 1884 in die Anwaltskammer aufgenommen, woraufhin er in Birmingham  zu praktizieren begann. Seine politische Laufbahn begann mit der Wahl ins Repräsentantenhaus der Vereinigten Staaten, dem er ab dem 4. März 1895 als Vertreter des neunten Wahlbezirks von Alabama angehörte. Am 9. Juni 1896 musste er seinen Sitz an den Republikaner Truman H. Aldrich abtreten, der die Wahl Underwoods erfolgreich angefochten hatte. Im folgenden Jahr kehrte er aber bereits in den Kongress zurück, in dem er bis zum 3. März 1915 als Abgeordneter verblieb. Während dieser Zeit war er unter anderem der erste Whip der demokratischen Minderheitsfraktion nach Einführung dieses Postens zwischen 1900 und 1901. Von 1911 bis 1915 fungierte er als Mehrheitsführer  der Demokraten im Repräsentantenhaus und war in dieser Zeit auch Vorsitzender des Committee on Ways and Means. Im Jahr 1915 wechselte Underwood innerhalb des Kongresses in den Senat. Auch dort errang er schnell eine führende Rolle und amtierte von 1920 bis 1923 als Minority Leader der Demokraten. Er wurde 1921 im Amt bestätigt; nach weiteren sechs Jahren bewarb er sich nicht mehr um die Wiederwahl. Unter anderem war er Vorsitzender des Ausschusses für die Beziehungen zu Kuba; 1921 und 1922 fungierte er als Vertreter der Vereinigten Staaten bei der internationalen Abrüstungskonferenz. 1928 nahm er als US-Delegierter an der 6. Konferenz amerikanischer Staaten in Havanna teil. Innerhalb seiner Partei bewarb Underwood sich im Vorfeld der Präsidentschaftswahl 1912 um die Nominierung als Vizepräsident; 1924 scheiterte er beim Versuch, demokratischer Präsidentschaftskandidat zu werden. Als Gegner der Prohibition führte er den Flügel seiner Partei an, der in Opposition zum Ku-Klux-Klan stand. Nach dem Ende seiner politischen Laufbahn setzte Underwood sich auf seinem Anwesen Woodlawn Mansion in Virginia zur Ruhe, wo er im Januar 1929 starb. Er wurde in Birmingham beigesetzt.",2017-07-27 18:30:02
